,text,username,hashtags
157,"@BarackObama are you on g chat? 
-thx",rick jacques,[]
158,"Video: Romney, Obama Tussle Over Support for Israel http://bit.ly/O68zBu ",Wysk,[]
159,#scopenyc #obama #nyc #scopenyc @ SCOPE Art Show https://www.instagram.com/p/Bgrs2x3HEBT/ ,Emma,"['scopenyc', 'obama', 'nyc', 'scopenyc']"
160, RT @BarackObama: Have fun out there among the stars. pic.twitter.com/xNUw32JeBB,SPANkS 💎™️,[]
161,Even a life long Republican (now Independent) admitted President Obama’s policies made Americans… https://www.instagram.com/p/BgSlCfmANjn/ ,Chantay Berry,[]
162,There were more white Obama 2012 voters who supported Trump than black Obama 2012 voters who stayed home in 2016 -- but it's hard not to consider how a small shift in that latter group would have changed the result. http://wapo.st/2FAopFY ,Philip Bump,[]
163,"Carrying a president at a campaign event live for his entire speech? Happened when Obama stumped for Coakley in 2010, too. http://wapo.st/2pauKkr ",Philip Bump,[]
164,This survey suggests that 1.6 million black Obama 2012 voters didn't cast ballots in 2016. http://nyti.ms/2HjOLwg ,Philip Bump,[]
165,People keeping hope alive #obama #nyc @ Midtown https://www.instagram.com/p/BgHQ2D5BMAS/ ,Carlo Villafuerte,"['obama', 'nyc']"
166,"Seems this cat is missing! 
.

#streetphotograph #flyer #eastvillage #obama #obamalove… https://www.instagram.com/p/BgHJmChlA8x/ ",Joan Lebow,"['streetphotograph', 'flyer', 'eastvillage', 'obama', 'obamalove']"
167,"Trump Said ""It Wasn't Me!"", Little Girl Meets Michelle Obama, & Black Panther is Taking Over!  http://bryantsinspiration.squarespace.com/blog/2018/3/8/trump-said-it-wasnt-me-little-girl-meets-michelle-obama-black-panther-is-taking-over …",Bryant Collins,[]
168,"“When they go low, we go high” -Mrs. Obama  | : davidmurophotography
.
.
.
.
.
@stylecollec… https://www.instagram.com/p/BgAZPQtlIVc/ ",Excuse My Midwest,[]
169,You know who's not doing as well financially under Trump as he did under Obama? Trump. http://wapo.st/2D3Ppf6 ,Philip Bump,[]
170,#5to7 is one of my favorite recent independent films! Obama was still the president. I love the… https://www.instagram.com/p/Bf99bphnVg5/ ,Hilary Dare,['5to7']
171,"""You're just TOO DUMB "" Liz Wheeler DESTROYS Mitchell Obama https://youtu.be/ZcXlZ57GVeM  via @YouTube",Armileo I. De Mecano,[]
172,Obama no pote  04.11.2017 @ Alice's Tea Cup https://www.instagram.com/p/Bf0UTQoHjtI/ ,Leonardo Sá,[]
173,Techies Pitch Barack Obama on Building Startups Outside Silicon Valley http://tinyurl.com/y8hvdkka  #tech #business,Sal Mancuso,"['tech', 'business']"
174,Yesterday was a day to remember. President Obama's My Brother's Keeper Foundation was a… https://www.instagram.com/p/BfwJKsIBg6_/ ,MaΩUEveli,[]
175,"When they go Low 
We go High
~
Michelle Obama 
•
•
•
•
@maymultimedia
#followmaymultimedia… https://www.instagram.com/p/BfvjLG_DdlS/ ",MayMultiMedia,['followmaymultimedia']
176,Yesterday doing an event at the top of the #worldtradecenter where Michelle Obama gave an… https://www.instagram.com/p/BfvfKUFFvKn/ ,Sean P Gallagher,['worldtradecenter']
177,"Former President Obama’s Drug Czar commending my work with http://Dr.Gold  on drugs, alcohol, opioid… https://www.instagram.com/p/BdtgzvInlhn/ ","Eric Braverman, MD",[]
178,"THAT, my friends, is Michelle Obama, mere inches from me, being her… https://www.instagram.com/p/BfugXogAvucdMjYNDp71W9nehN6y3ePqgskZ9g0/ …",Julie Holcombe Young,[]
179,One of the most striking things to me was the ad mocking #lincoln for his wanting to end slavery. Seemed to be a bit similar to trump mocking Obama to me. #museumofcityofnewyork #nyc… https://www.instagram.com/p/BrCHPGNBjqW/?utm_source=ig_twitter_share&igshid=16l91r5cgxpzc …,Johanna Griesé,"['lincoln', 'museumofcityofnewyork', 'nyc']"
180,Michelle Obama! #michelleobamabecoming #barclayscenter #michelleobama #firstlady #godblessamerica #brooklyn #katsdelicatessen #westvillage @ Barclays Center… https://www.instagram.com/p/BrCEp_Pnf47EJRusbgY9TyhwfBJOE07KNMbXWk0/?utm_source=ig_twitter_share&igshid=1qe5vm10ogce9 …,EShaw,"['michelleobamabecoming', 'barclayscenter', 'michelleobama', 'firstlady', 'godblessamerica', 'brooklyn', 'katsdelicatessen', 'westvillage']"
181,"President Bush passes Michelle Obama a piece of candy again..() @ Staten Island, New York https://www.instagram.com/p/BrA8sv9Buj6zv5GXZyM-v-Zx1TBvPS_IsN29JI0/?utm_source=ig_twitter_share&igshid=fqintgms2qpi …",Eva,[]
182,"Over the course of each's second year in office, the Dow and S&P has grown less under Trump than Obama. Over the course of each's presidency to this point, percentage growth was higher under Obama.  https://wapo.st/2Plld58 ",Philip Bump,[]
183,"Síndrome do Impostor: Se até a Michelle Obama tem, vamos olhar para a nossa síndrome com outros olhos  https://www.thelolla.com/blog/sndrome-do-impostor-se-at-a-michelle-obama-tem-vamos-olhar-para-a-nossa-sndrome-com-outros-olhos …",Rosa Zaborowsky,[]
184,"#Repost fox5ny with get_repost
・・・
Michelle Obama's memoir is already the best-selling book of 2018 according to publisher Penguin Random House.
#politics #America #books @ New York, New… https://www.instagram.com/p/Bq9DCpan8O2/?utm_source=ig_twitter_share&igshid=103sw7r0n9d2v …",Kevin Deshields,"['Repost', 'politics', 'America', 'books']"
185,Michelle Obama e o movimento Lean In de Sheryl Sandberg   https://www.thelolla.com/blog/michelle-obama-e-o-movimento-lean-in-de-sheryl-sandberg …,Rosa Zaborowsky,[]
186,"The coolest. Michelle Obama. How we miss her.
#AmericanSon @ New York, New York https://www.instagram.com/p/Bq541T8HGQ0/?utm_source=ig_twitter_share&igshid=e4d7bk4qd3k8 …",steven pasquale,['AmericanSon']
187,With my Jackie Robinson Foundation family at Becoming: An Intimate Conversation with Michelle Obama last night! Michelle came with such realness and covered so many topics that spoke right… https://www.instagram.com/p/Bq5jg7xncMM/?utm_source=ig_twitter_share&igshid=jowhabgcj12j …,theEssenceofChi,[]
188,I want to be Michelle Obama when I grow up  Last night was incredible!! @ Barclays Center https://www.instagram.com/p/Bq4z3CdB7olg5HfkWHHNo75lGqplB-dzNMb51E0/?utm_source=ig_twitter_share&igshid=1ry5vclnf6uoq …,Kate Shields Allen,[]
189,"Coming soon to http://Skankdollar.com  
Speaking of troubleman31 his #USorELSE project has been a turning point in my Trump opinion But not my Obama one. He's. Black, I'm black. , and Gay marriage… https://www.instagram.com/p/Bq4w94PnuNQ/?utm_source=ig_twitter_share&igshid=49r60tfo198r …",Live from da T.r.a.p,['USorELSE']
190,"Tonight's take away... ""Don’t be afraid. Be focused. Be determined. Be hopeful. Be empowered."" ~Michelle Obama #Becoming

I leave work ready to quit EVERYDAY!!!! I NEEDED this! My soul has… https://www.instagram.com/p/Bq4wexcFwH7/?utm_source=ig_twitter_share&igshid=sebo581pxx5v …",Renai,['Becoming']
191,"Michelle Obama told me to respect myself (she told an entire arena, but I’m sure it was aimed towards me). So that’s what I’m going to do.  @ Barclays Center https://www.instagram.com/p/Bq3_31WHBWhZ-DxjhQU05w9kZwSerEcjIyqATQ0/?utm_source=ig_twitter_share&igshid=1ozd3qc2ihmh0 …",Katarina,[]
192,Boss Michelle Obama; Purse so heavy gettin Oprah dollars @ Barclays Center https://www.instagram.com/p/Bq3_onznNtskYFUlidQYKWJ_d6WMfxzTpGMy6U0/?utm_source=ig_twitter_share&igshid=1bss7nkvli7q1 …,Katarina,[]
193,Michelle Obama was awesome! #becoming #michelleobama #becomingmichelleobama @ Barclays Center https://www.instagram.com/p/Bq32mr-gjtq/?utm_source=ig_twitter_share&igshid=z5d0bdzgl4kc …,Suzanne Diano,"['becoming', 'michelleobama', 'becomingmichelleobama']"
194,"Michelle Obama in Brooklyn tonight. Honest, Funny and so inspiring. Who are you Becoming? @ Barclays Center https://www.instagram.com/p/Bq30M-hnLboQGT7Rgctt6cMRGcKiU1ns8eXMF40/?utm_source=ig_twitter_share&igshid=1vzhrtvxcfpnj …",Cheryl,[]
195,#ThankYouHSF for allowing to see one of the most influential political figures that I’ve seen in my lifetime in Brooklyn. Michelle Obama was very inspirational! #HSFImpact #HSFScholar… https://www.instagram.com/p/Bq3xT7xh-8t/?utm_source=ig_twitter_share&igshid=1t2eu4ry1c0ee …,Bronx Savages,"['ThankYouHSF', 'HSFImpact', 'HSFScholar']"
196,"Michelle Obama // Becoming // Smart, funny, compassionate, and an inspiration to millions. Thank you Michelle, for reminding us that working hard and being kind are two of the greatest… https://www.instagram.com/p/Bq3wMgABL7c/?utm_source=ig_twitter_share&igshid=1ogl71wogyioy …",Allison Rapp,[]
197,"An evening with our #ForeverFirstLady Michelle Obama. Tonight I experienced an intimate conversation with the former First Lady. It was filled with words of advice, encouragement, and… https://www.instagram.com/p/Bq3uS13FE3a/?utm_source=ig_twitter_share&igshid=e9xbvxb3ks0k …",Rasheeda,['ForeverFirstLady']
198,Michelle Obama Becoming Book Tour @theBarclaycenter. @ Barclays Center https://www.instagram.com/p/Bq3gXRglVJc/?utm_source=ig_twitter_share&igshid=121132pz66g48 …,Leaders for Life Inc,[]
199,Michelle Obama in the house.  @ Central Park in NYC https://www.instagram.com/p/BL7GBbdAVgR/ ,Pinsi,[]
200,When your son so #HTiNE ...  ! Barack Obama Rose  @ Cowgirl https://www.instagram.com/p/BL4fdKcg_Np/ ,iMANi ROSE💋,['HTiNE']
201,"Listening to #marthastewart and Megan Smith, the head of technology for the Obama… https://www.instagram.com/p/BL4TB8ojA-Q/ ",michele varian,['marthastewart']
202,"So @realDonaldTrump is calling the #Obama's whiny babies, I think he is confusing himself with them, he is #King of the whiners",jennifer,"['Obama', 'King']"
203,I don't blame him. #election2016 #vote #rockthevote #obama #whitehouse #vote2016 @ White House… https://www.instagram.com/p/BL2PxThjTmR/ ,Chris P,"['election2016', 'vote', 'rockthevote', 'obama', 'whitehouse', 'vote2016']"
204,So Trump is taking shots at Michelle Obama now. I didn't know scorched earth tactics included setting YOURSELF on fire.,Stanley Read,[]
205,I can't make this shit up #realityseenmedia We Gave Everybody Free Obama Care! They hear and see… https://www.instagram.com/p/BL0Lu-eDJex/ ,TV,['realityseenmedia']
206,Wikileaks may have revealed President Obama's personal email address http://nyp.st/2er16lE ,New York Now,[]
207,Fui lá falar com o Obama sobre esse time lindo... @ Casa Branca -… https://www.instagram.com/p/BLzwfIyD8op6FLrLngbx7j5TvLoSRvBTH13o100/ …,Laís FICA EM CASA PORRA 🤬😡,[]
208,The man once known as “Obama’s favorite general” has now pleaded guilty to the felony charge of lying to the FBI http://nyp.st/2emXDIA ,New York Now,[]
209,"BRILLIANT, BLACK, BEAUTIFUL 
MICHELLE AND BARACK OBAMA.

WE THANK THE OBAMAS FOR 8 YEARS OF… https://www.instagram.com/p/BLyKFq9jvr8/ ",Calabar Imports,[]
210,"Donald Trump's final comments: ""We cannot take four more years of Barack Obama and that’s what you get when you get… http://toplocalnow.com/us/new-york-city …",New York Now,[]
211,In #NYC by night My #lastdebate #hillaryclinton  #SaveAmerica  #tlc #yellowcab #obama #USA… https://www.instagram.com/p/BLxK9TChA43/ ,Stany Coppet,"['NYC', 'lastdebate', 'hillaryclinton', 'SaveAmerica', 'tlc', 'yellowcab', 'obama', 'USA']"
212,Is anyone surprised that Trump spent more time talking about Hillary and Obama than why we should vote for him?,Ms. Mo,[]
213,Sound abt right RT @cthagod: Trump said If you vote4 Hillary then you're getting 4 more years of Obama Im perfectly fine with that #Debates,Kakashi Hatake Wifey,['Debates']
214,REALLY DONALD??!!! HILARY & OBAMA PAYED PEOPLE TO GET BEAT UP & ATTACKED AT YOUR CAMPAIGN RALLYS?!,FutureHive,[]
215,For those who tout that Obama and Clinton are treasonous and should be punish to death or jail… https://www.instagram.com/p/BLxFgK6DA7B/ ,David M Estrella,[]
216,"Donald J. Trump: “Putin has outsmarted her and Obama every single step of the way"" debate http://toplocalnow.com/us/new-york-city …",New York Now,[]
217,Now you don't know Putin!!! You just said they don't respect Obama and Hilary #debates ,Kakashi Hatake Wifey,['debates']
218,@Nik_Hutch and I are ready to meet @barackobama  #AriGettyPresents  heading to @unfoundation… https://www.instagram.com/p/BLwvRxMA5v3/ ,MARKUS MOLINARI,['AriGettyPresents']
219,"So Cheeto Satan has sent 43,000 tweets just from when he started occupying the White House while President Obama only sen 352. I have sent just over 2,000. In the 12 years I've been on here. Doesn't Cheeto have a job to do? Who has that much free time to be on social media?",Vena M,[]
220,He was afraid of bumping into Obama there and terrified of the comparison.,@Peralandra,[]
221,There’s always two sides to a story but let me get back to reading Michelle Obama’s book.,C. Taylor,[]
222,"@realDonaldTrump So, another fat LIE from the #RacistInChief that Putin outsmarted Pres Obama.
The only ones that Putin outsmarted is you, your dumb family and incompetent aides. That's why most are in prison or agents of Russia, like you are TRAITOR.
#WLB #PutinsPuppet #MAWA",Antoinette Wynn,"['RacistInChief', 'WLB', 'PutinsPuppet', 'MAWA']"
223,"Too bad US leadership is so weak with you & #Dimwit @realDonaldTrump at the helm, maybe we could have asserted leadership if we had a real president like @BarackObama",David Carroll,['Dimwit']
224,Contrasting visuals with Obama’s coming visit,Tara Sweeney,[]
225,Obama is visiting Denmark next month - did Trump fear being overshadowed by him? – Raw Story #Topbuzzhttp://va.topbuzz.com/s/FdxYeU ,Alonzo Golden,['Topbuzzhttp']
226,"This is a good one for the, “what if Obama did this,” game.",Karen Collins,[]
227,I miss Obama.,Brad Tucker,[]
228,He wishes he could be as cool as Obama as smooth as Obama https://twitter.com/CraigCo62/status/1164257143794655232 …,Kenny Soto,[]
229,"Interest rates started increasing towards the end of Obama’s turn especially as austerity was ending. Obama had a weak but growing economy, trump has a weak and shrinking economy.",David Carroll,[]
230,"While it is true that Hannity would have had a brain aneurysm, don't act like Obama wasn't deified by the liberal media. He won a Nobel Peace Prize for nothing, just like your regular affirmative action baby. @BretBaier @SandraSmithFox @marthamaccallum @ShannonBream @BillHemmerhttps://twitter.com/oliverdarcy/status/1164253622621954048 …",Deliciously Unwoke,[]
231,"list of all the things adults told me were satanic:
Pokémon 
Harry Potter
Bionicle
The Game of Life: Star Wars Edition
Perfect Dark Zero
Female super heroes in general 
Barak Obama
Underøath
Any time any character projects a beam, whether of light, elemental, psychic force, etc.",once i learn a D7add9 chord its OVER for yall,[]
232,"Positivity on repeat: A really good story, and Michelle and Barack Obama.  #netflixandchillhttps://twitter.com/BarackObama/status/1164192919047299072 …",The Fashion Plate Magazine,['netflixandchillhttps']
233,"I wish MSM would stop covering him. Pretend there is no fool in thre WH. Better yet, let’s pretend Obama is still in office or alternatively that Hilary is & conduct our lives accordingly. I can’t live this horror much longer.",sweetdee_nyc,[]
234,I'm sure the right would have reacted similarly had Obama said those exact words in that exact context,Truth2Power,[]
